Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095
IIASA GDP,SSP1_v9_130219,TUN,GDP|PPP per capita,Annual Average Growth [%],,,3.385,2.822,1.831,2.208,2.824,3.465,3.62,3.464,2.938,2.276,1.663,1.243,1.026,1.068,1.238,1.417,1.575,1.681
IIASA GDP,SSP2_v9_130219,TUN,GDP|PPP per capita,Annual Average Growth [%],,,3.331,2.614,1.486,1.8,2.436,3.104,3.299,3.185,2.731,2.158,1.627,1.25,1.018,0.892,0.84,0.865,0.998,1.171
IIASA GDP,SSP3_v9_130219,TUN,GDP|PPP per capita,Annual Average Growth [%],,,3.298,2.383,1.021,0.576,1.371,2.27,2.71,2.618,2.207,1.698,1.257,0.961,0.794,0.721,0.715,0.757,0.815,0.852
IIASA GDP,SSP4_v9_130219,TUN,GDP|PPP per capita,Annual Average Growth [%],,,3.286,2.368,0.985,1.093,1.647,2.369,2.686,2.705,2.375,1.906,1.473,1.185,1.01,0.911,0.861,0.85,0.859,0.868
IIASA GDP,SSP5_v9_130219,TUN,GDP|PPP per capita,Annual Average Growth [%],,,3.413,2.994,2.191,2.736,3.451,4.12,4.245,4.026,3.429,2.705,2.226,2.119,2.206,2.319,2.388,2.401,2.413,2.403
OECD Env-Growth,SSP1_v9_130325,TUN,GDP|PPP per capita,Annual Average Growth [%],3.406,3.338,1.651,4.943,5.169,5.101,4.654,3.93,3.198,2.484,2.053,1.856,1.784,1.598,1.378,1.259,1.162,1.121,1.152,1.169
OECD Env-Growth,SSP2_v9_130325,TUN,GDP|PPP per capita,Annual Average Growth [%],3.406,3.338,1.652,4.812,4.62,4.265,3.829,3.388,2.915,2.393,2.091,1.966,1.932,1.798,1.615,1.479,1.347,1.255,1.219,1.21
OECD Env-Growth,SSP3_v9_130325,TUN,GDP|PPP per capita,Annual Average Growth [%],3.406,3.338,1.651,4.684,4.126,3.504,2.926,2.518,2.066,1.566,1.314,1.231,1.24,1.151,0.995,0.84,0.692,0.615,0.61,0.639
OECD Env-Growth,SSP4_v9_130325,TUN,GDP|PPP per capita,Annual Average Growth [%],3.406,3.338,1.651,4.808,4.657,4.447,3.962,3.453,2.915,2.359,2.065,1.97,1.945,1.796,1.596,1.479,1.368,1.317,1.316,1.308
OECD Env-Growth,SSP5_v9_130325,TUN,GDP|PPP per capita,Annual Average Growth [%],3.406,3.338,1.651,5.073,5.716,5.836,5.396,4.528,3.731,2.997,2.574,2.397,2.338,2.169,1.962,1.858,1.773,1.741,1.784,1.806
IIASA GDP,SSP1_v9_130219,TUR,GDP|PPP per capita,Annual Average Growth [%],,,1.254,2.709,3.012,2.734,2.4,2.13,1.924,2.379,2.552,2.355,2.054,1.895,1.835,1.789,1.732,1.656,1.571,1.532
IIASA GDP,SSP2_v9_130219,TUR,GDP|PPP per capita,Annual Average Growth [%],,,1.049,2.151,2.372,2.192,2.07,1.963,1.896,1.804,1.75,2.081,2.201,2.105,1.924,1.807,1.727,1.638,1.556,1.479
IIASA GDP,SSP3_v9_130219,TUR,GDP|PPP per capita,Annual Average Growth [%],,,0.758,1.475,1.461,1.235,1.182,1.114,1.041,0.935,0.916,0.92,0.928,0.918,0.865,0.79,0.737,0.728,0.742,0.764
IIASA GDP,SSP4_v9_130219,TUR,GDP|PPP per capita,Annual Average Growth [%],,,0.749,1.443,1.377,1.122,1.007,0.963,0.957,0.921,0.895,0.873,0.841,0.816,0.774,0.742,0.716,0.72,0.747,0.762
IIASA GDP,SSP5_v9_130219,TUR,GDP|PPP per capita,Annual Average Growth [%],,,1.279,2.849,3.304,3.159,2.898,2.651,2.429,2.843,2.989,3.028,2.889,2.779,2.653,2.529,2.401,2.267,2.134,2.056
OECD Env-Growth,SSP1_v9_130325,TUR,GDP|PPP per capita,Annual Average Growth [%],3.13,1.82,3.462,3.365,3.264,3.218,3.055,2.819,2.516,2.219,2.027,1.858,1.717,1.569,1.42,1.358,1.318,1.281,1.247,1.242
OECD Env-Growth,SSP2_v9_130325,TUR,GDP|PPP per capita,Annual Average Growth [%],3.13,1.82,3.462,3.254,2.758,2.41,2.183,2.121,2.009,1.911,1.881,1.834,1.782,1.731,1.664,1.604,1.557,1.503,1.447,1.387
OECD Env-Growth,SSP3_v9_130325,TUR,GDP|PPP per capita,Annual Average Growth [%],3.13,1.82,3.462,3.102,2.077,1.402,1.046,0.939,0.772,0.656,0.624,0.595,0.601,0.608,0.58,0.507,0.441,0.396,0.366,0.35
OECD Env-Growth,SSP4_v9_130325,TUR,GDP|PPP per capita,Annual Average Growth [%],3.13,1.82,3.462,3.207,2.529,2.245,1.973,1.86,1.684,1.567,1.519,1.477,1.43,1.382,1.323,1.283,1.249,1.246,1.258,1.251
OECD Env-Growth,SSP5_v9_130325,TUR,GDP|PPP per capita,Annual Average Growth [%],3.13,1.82,3.462,3.414,3.61,3.821,3.755,3.458,3.122,2.809,2.614,2.452,2.317,2.173,2.031,1.977,1.945,1.916,1.889,1.89
OECD Env-Growth,SSP1_v9_130325,TWN,GDP|PPP per capita,Annual Average Growth [%],,,3.299,3.753,2.41,1.928,1.819,1.743,1.533,1.303,1.14,0.921,0.646,0.719,0.696,0.715,0.732,0.813,0.887,0.932
OECD Env-Growth,SSP2_v9_130325,TWN,GDP|PPP per capita,Annual Average Growth [%],,,3.267,3.701,2.302,1.807,1.768,1.773,1.637,1.447,1.304,1.094,0.781,0.864,0.867,0.847,0.783,0.808,0.83,0.861
OECD Env-Growth,SSP3_v9_130325,TWN,GDP|PPP per capita,Annual Average Growth [%],,,3.412,3.715,1.977,1.273,1.203,1.276,1.167,0.963,0.809,0.578,0.336,0.554,0.607,0.527,0.388,0.324,0.316,0.388
OECD Env-Growth,SSP4_v9_130325,TWN,GDP|PPP per capita,Annual Average Growth [%],,,3.331,3.911,2.539,1.989,1.857,1.824,1.693,1.528,1.414,1.226,0.921,0.99,0.985,0.992,0.945,0.996,1.031,1.055
OECD Env-Growth,SSP5_v9_130325,TWN,GDP|PPP per capita,Annual Average Growth [%],,,3.14,3.733,2.733,2.419,2.338,2.252,2.086,1.893,1.753,1.559,1.254,1.268,1.243,1.317,1.363,1.476,1.58,1.63
IIASA GDP,SSP1_v9_130219,TZA,GDP|PPP per capita,Annual Average Growth [%],,,7.54,3.996,2.85,2.527,2.704,3.072,3.442,3.737,3.782,3.678,3.478,3.249,2.985,2.801,2.645,2.471,2.271,2.047
IIASA GDP,SSP2_v9_130219,TZA,GDP|PPP per capita,Annual Average Growth [%],,,5.809,2.107,1.181,1.182,1.35,1.575,1.86,2.123,2.304,2.4,2.427,2.457,2.504,2.579,2.663,2.747,2.788,2.783
IIASA GDP,SSP3_v9_130219,TZA,GDP|PPP per capita,Annual Average Growth [%],,,5.085,1.085,-0.135,-0.231,-0.121,0.002,0.137,0.31,0.451,0.493,0.464,0.393,0.336,0.295,0.287,0.322,0.346,0.378
IIASA GDP,SSP4_v9_130219,TZA,GDP|PPP per capita,Annual Average Growth [%],,,5.053,1.145,0.08,0.215,0.53,0.828,1.087,1.364,1.585,1.674,1.644,1.542,1.442,1.357,1.311,1.314,1.308,1.312
IIASA GDP,SSP5_v9_130219,TZA,GDP|PPP per capita,Annual Average Growth [%],,,7.571,4.222,3.341,3.266,3.624,4.104,4.518,4.805,4.802,4.63,4.339,4.013,3.65,3.379,3.145,2.902,2.64,2.477
OECD Env-Growth,SSP1_v9_130325,TZA,GDP|PPP per capita,Annual Average Growth [%],4.264,3.844,3.529,4.349,5.87,6.578,6.763,6.516,6.164,5.784,5.349,4.893,4.429,3.988,3.556,3.24,2.958,2.703,2.489,2.29
OECD Env-Growth,SSP2_v9_130325,TZA,GDP|PPP per capita,Annual Average Growth [%],4.264,3.844,3.529,4.167,4.861,4.758,4.479,4.36,4.318,4.257,4.21,4.121,3.978,3.808,3.632,3.467,3.303,3.165,3.041,2.926
OECD Env-Growth,SSP3_v9_130325,TZA,GDP|PPP per capita,Annual Average Growth [%],4.264,3.844,3.53,3.935,3.719,3.098,2.582,2.428,2.375,2.373,2.381,2.353,2.311,2.227,2.121,2,1.885,1.794,1.707,1.639
OECD Env-Growth,SSP4_v9_130325,TZA,GDP|PPP per capita,Annual Average Growth [%],4.264,3.844,3.529,3.883,3.429,2.739,2.009,1.811,1.743,1.745,1.766,1.758,1.737,1.675,1.595,1.502,1.42,1.368,1.324,1.305
OECD Env-Growth,SSP5_v9_130325,TZA,GDP|PPP per capita,Annual Average Growth [%],4.264,3.844,3.529,4.457,6.561,7.826,8.158,7.62,7.029,6.484,5.943,5.423,4.921,4.46,4.02,3.709,3.436,3.191,2.988,2.799
IIASA GDP,SSP1_v9_130219,UGA,GDP|PPP per capita,Annual Average Growth [%],,,5.449,4.082,3.689,3.663,3.824,4.028,4.171,4.207,4.006,3.679,3.314,2.981,2.676,2.438,2.434,2.383,2.24,2.01
IIASA GDP,SSP2_v9_130219,UGA,GDP|PPP per capita,Annual Average Growth [%],,,4.07,2.251,1.765,1.86,2.082,2.313,2.542,2.728,2.861,2.901,2.883,2.851,2.796,2.738,2.682,2.607,2.506,2.374
IIASA GDP,SSP3_v9_130219,UGA,GDP|PPP per capita,Annual Average Growth [%],,,3.251,0.979,0.216,0.149,0.24,0.245,0.271,0.286,0.389,0.433,0.417,0.366,0.309,0.253,0.247,0.248,0.229,0.249
IIASA GDP,SSP4_v9_130219,UGA,GDP|PPP per capita,Annual Average Growth [%],,,3.203,1.049,0.47,0.651,0.943,1.124,1.279,1.396,1.573,1.66,1.644,1.569,1.477,1.388,1.354,1.328,1.284,1.278
IIASA GDP,SSP5_v9_130219,UGA,GDP|PPP per capita,Annual Average Growth [%],,,5.478,4.319,4.216,4.456,4.797,5.096,5.258,5.261,4.993,4.59,4.136,3.712,3.317,3.001,2.929,2.814,2.726,2.755
OECD Env-Growth,SSP1_v9_130325,UGA,GDP|PPP per capita,Annual Average Growth [%],3.327,4.753,2.747,4.32,5.599,6.396,6.68,6.608,6.407,6.11,5.729,5.299,4.848,4.412,3.998,3.653,3.336,3.036,2.768,2.516
OECD Env-Growth,SSP2_v9_130325,UGA,GDP|PPP per capita,Annual Average Growth [%],3.327,4.753,2.747,4.106,4.442,4.408,4.277,4.437,4.559,4.623,4.646,4.591,4.478,4.346,4.164,3.97,3.785,3.601,3.422,3.227
OECD Env-Growth,SSP3_v9_130325,UGA,GDP|PPP per capita,Annual Average Growth [%],3.327,4.753,2.747,3.8,3.273,2.655,2.226,2.258,2.344,2.408,2.513,2.567,2.585,2.549,2.464,2.342,2.241,2.139,2.026,1.943
OECD Env-Growth,SSP4_v9_130325,UGA,GDP|PPP per capita,Annual Average Growth [%],3.327,4.753,2.747,3.734,2.95,2.279,1.638,1.629,1.699,1.766,1.883,1.958,1.996,1.985,1.927,1.836,1.772,1.71,1.644,1.611
OECD Env-Growth,SSP5_v9_130325,UGA,GDP|PPP per capita,Annual Average Growth [%],3.327,4.753,2.747,4.411,6.222,7.599,8.061,7.731,7.303,6.84,6.347,5.846,5.353,4.896,4.473,4.132,3.82,3.528,3.269,3.025
IIASA GDP,SSP1_v9_130219,UKR,GDP|PPP per capita,Annual Average Growth [%],,,6.906,7.463,7.207,5.016,3.12,1.843,1.172,0.958,1.027,1.205,1.385,1.495,1.544,1.554,1.539,1.504,1.46,1.487
IIASA GDP,SSP2_v9_130219,UKR,GDP|PPP per capita,Annual Average Growth [%],,,6.986,7.309,6.848,4.651,2.924,1.833,1.28,1.026,0.994,1.076,1.211,1.28,1.299,1.293,1.276,1.264,1.262,1.268
IIASA GDP,SSP3_v9_130219,UKR,GDP|PPP per capita,Annual Average Growth [%],,,7.004,7.197,6.631,4.367,2.67,1.615,1.1,0.86,0.794,0.843,0.943,1.019,1.058,1.079,1.097,1.112,1.128,1.136
IIASA GDP,SSP4_v9_130219,UKR,GDP|PPP per capita,Annual Average Growth [%],,,6.961,7.127,6.48,4.161,2.403,1.35,0.846,0.604,0.536,0.582,0.721,0.838,0.926,0.983,1.013,1.037,1.062,1.086
IIASA GDP,SSP5_v9_130219,UKR,GDP|PPP per capita,Annual Average Growth [%],,,6.931,7.601,7.493,5.444,3.623,2.354,1.796,1.669,1.781,1.948,2.113,2.195,2.209,2.186,2.141,2.078,2.004,1.996
OECD Env-Growth,SSP1_v9_130325,UKR,GDP|PPP per capita,Annual Average Growth [%],8.556,1.637,4.317,4.301,4.995,5.252,5.004,4.278,3.536,2.944,2.635,2.477,2.306,2.032,1.724,1.57,1.479,1.415,1.349,1.29
OECD Env-Growth,SSP2_v9_130325,UKR,GDP|PPP per capita,Annual Average Growth [%],8.556,1.637,4.317,4.084,4.133,3.903,3.537,3.159,2.783,2.502,2.429,2.443,2.413,2.261,2.049,1.906,1.807,1.734,1.666,1.585
OECD Env-Growth,SSP3_v9_130325,UKR,GDP|PPP per capita,Annual Average Growth [%],8.556,1.637,4.317,3.91,3.508,2.926,2.326,1.958,1.603,1.365,1.406,1.573,1.66,1.587,1.41,1.275,1.199,1.178,1.165,1.125
OECD Env-Growth,SSP4_v9_130325,UKR,GDP|PPP per capita,Annual Average Growth [%],8.556,1.637,4.317,4.081,4.18,4.093,3.749,3.375,2.992,2.715,2.648,2.656,2.588,2.388,2.131,1.98,1.875,1.805,1.743,1.651
OECD Env-Growth,SSP5_v9_130325,UKR,GDP|PPP per capita,Annual Average Growth [%],8.556,1.637,4.317,4.454,5.758,6.267,5.949,4.982,4.148,3.521,3.197,3.019,2.831,2.559,2.278,2.146,2.073,2.017,1.953,1.901
IIASA GDP,SSP1_v9_130219,URY,GDP|PPP per capita,Annual Average Growth [%],,,4.765,4.207,3.16,2.424,1.895,1.6,1.376,1.737,1.938,2.008,1.883,1.78,1.691,1.648,1.584,1.53,1.468,1.422
IIASA GDP,SSP2_v9_130219,URY,GDP|PPP per capita,Annual Average Growth [%],,,4.611,3.788,2.655,2.006,1.675,1.531,1.421,1.368,1.271,1.126,1.064,1.487,1.808,1.922,1.832,1.716,1.599,1.487
IIASA GDP,SSP3_v9_130219,URY,GDP|PPP per capita,Annual Average Growth [%],,,4.505,3.503,2.272,1.618,1.334,1.199,1.068,0.948,0.826,0.718,0.674,0.698,0.736,0.743,0.733,0.734,0.749,0.789
IIASA GDP,SSP4_v9_130219,URY,GDP|PPP per capita,Annual Average Growth [%],,,4.505,3.442,2.098,1.332,0.948,0.825,0.759,0.734,0.653,0.558,0.489,0.486,0.513,0.561,0.591,0.609,0.612,0.588
IIASA GDP,SSP5_v9_130219,URY,GDP|PPP per capita,Annual Average Growth [%],,,4.807,4.347,3.413,2.751,2.274,2.009,1.789,2.241,2.603,2.765,2.636,2.483,2.343,2.255,2.152,2.068,1.982,1.917
OECD Env-Growth,SSP1_v9_130325,URY,GDP|PPP per capita,Annual Average Growth [%],0.159,5.51,3.875,3.609,3.72,3.769,3.567,3.166,2.761,2.442,2.138,1.858,1.644,1.442,1.291,1.293,1.275,1.266,1.272,1.301
OECD Env-Growth,SSP2_v9_130325,URY,GDP|PPP per capita,Annual Average Growth [%],0.159,5.51,3.876,3.442,3.017,2.665,2.382,2.221,2.106,2.074,1.982,1.867,1.785,1.714,1.654,1.603,1.558,1.504,1.455,1.414
OECD Env-Growth,SSP3_v9_130325,URY,GDP|PPP per capita,Annual Average Growth [%],0.159,5.51,3.876,3.294,2.433,1.756,1.285,1.084,0.943,0.897,0.831,0.776,0.772,0.779,0.776,0.741,0.682,0.64,0.607,0.599
OECD Env-Growth,SSP4_v9_130325,URY,GDP|PPP per capita,Annual Average Growth [%],0.159,5.51,3.877,3.448,2.979,2.746,2.397,2.15,1.961,1.892,1.793,1.677,1.57,1.462,1.368,1.353,1.311,1.304,1.303,1.299
OECD Env-Growth,SSP5_v9_130325,URY,GDP|PPP per capita,Annual Average Growth [%],0.159,5.51,3.876,3.718,4.247,4.524,4.329,3.751,3.283,2.941,2.649,2.403,2.216,2.019,1.87,1.907,1.91,1.94,1.964,2.005
IIASA GDP,SSP1_v9_130219,USA,GDP|PPP per capita,Annual Average Growth [%],,,0.875,0.981,1.45,1.468,1.409,1.351,1.301,1.229,1.177,1.134,1.116,1.105,1.106,1.13,1.142,1.115,1.103,1.105
IIASA GDP,SSP2_v9_130219,USA,GDP|PPP per capita,Annual Average Growth [%],,,0.944,1.021,1.416,1.372,1.294,1.236,1.184,1.109,1.054,1.015,1.005,1,0.997,0.988,0.972,0.948,0.927,0.918
IIASA GDP,SSP3_v9_130219,USA,GDP|PPP per capita,Annual Average Growth [%],,,0.829,0.792,1.136,1.105,1.049,1.047,1.052,1.037,1.035,1.034,1.04,1.054,1.059,1.057,1.049,1.044,1.041,1.039
IIASA GDP,SSP4_v9_130219,USA,GDP|PPP per capita,Annual Average Growth [%],,,1.033,1.135,1.52,1.426,1.28,1.211,1.177,1.137,1.111,1.088,1.077,1.071,1.063,1.053,1.039,1.019,0.997,0.982
IIASA GDP,SSP5_v9_130219,USA,GDP|PPP per capita,Annual Average Growth [%],,,0.842,1.017,1.606,1.779,1.842,1.826,1.772,1.672,1.598,1.551,1.55,1.542,1.526,1.519,1.506,1.474,1.463,1.466
OECD Env-Growth,SSP1_v9_130325,USA,GDP|PPP per capita,Annual Average Growth [%],1.366,-0.17,1.625,2.197,1.817,1.627,1.429,1.202,1.013,0.815,0.736,0.72,0.741,0.694,0.661,0.721,0.75,0.779,0.824,0.861
OECD Env-Growth,SSP2_v9_130325,USA,GDP|PPP per capita,Annual Average Growth [%],1.366,-0.17,1.625,2.109,1.533,1.189,0.955,0.827,0.727,0.605,0.567,0.571,0.601,0.565,0.543,0.58,0.573,0.569,0.57,0.574
OECD Env-Growth,SSP3_v9_130325,USA,GDP|PPP per capita,Annual Average Growth [%],1.366,-0.17,1.625,2.064,1.497,1.152,0.921,0.806,0.73,0.601,0.536,0.505,0.48,0.358,0.259,0.271,0.246,0.251,0.276,0.268
OECD Env-Growth,SSP4_v9_130325,USA,GDP|PPP per capita,Annual Average Growth [%],1.366,-0.17,1.625,2.165,1.897,1.749,1.541,1.292,1.106,0.94,0.881,0.889,0.916,0.862,0.825,0.886,0.897,0.92,0.951,0.956
OECD Env-Growth,SSP5_v9_130325,USA,GDP|PPP per capita,Annual Average Growth [%],1.366,-0.17,1.625,2.245,2.037,1.992,1.863,1.605,1.438,1.281,1.241,1.257,1.32,1.343,1.367,1.419,1.443,1.464,1.5,1.548
IIASA GDP,SSP1_v9_130219,UZB,GDP|PPP per capita,Annual Average Growth [%],,,12.317,14.613,12.672,8.26,4.45,2.014,0.928,0.683,0.828,1.061,1.247,1.393,1.488,1.537,1.554,1.542,1.505,1.46
IIASA GDP,SSP2_v9_130219,UZB,GDP|PPP per capita,Annual Average Growth [%],,,12.37,14.124,11.893,7.656,4.353,2.284,1.26,0.913,0.899,1.002,1.088,1.169,1.226,1.261,1.266,1.251,1.242,1.243
IIASA GDP,SSP3_v9_130219,UZB,GDP|PPP per capita,Annual Average Growth [%],,,12.327,13.821,11.493,7.331,4.195,2.223,1.231,0.837,0.772,0.829,0.9,0.961,1.011,1.046,1.066,1.075,1.085,1.101
IIASA GDP,SSP4_v9_130219,UZB,GDP|PPP per capita,Annual Average Growth [%],,,12.378,13.874,11.389,7.004,3.704,1.75,0.849,0.531,0.496,0.573,0.67,0.786,0.899,0.981,1.025,1.047,1.059,1.072
IIASA GDP,SSP5_v9_130219,UZB,GDP|PPP per capita,Annual Average Growth [%],,,12.38,14.807,12.998,8.647,4.886,2.508,1.539,1.368,1.549,1.778,1.939,2.064,2.139,2.164,2.155,2.116,2.054,1.984
OECD Env-Growth,SSP1_v9_130325,UZB,GDP|PPP per capita,Annual Average Growth [%],4.439,7.266,5.714,5.462,5.911,5.834,5.489,4.868,4.072,3.361,2.898,2.611,2.438,2.202,1.918,1.733,1.585,1.493,1.421,1.314
OECD Env-Growth,SSP2_v9_130325,UZB,GDP|PPP per capita,Annual Average Growth [%],4.439,7.266,5.713,5.229,5.236,4.6,4.13,3.723,3.281,2.895,2.664,2.55,2.497,2.392,2.202,2.046,1.925,1.824,1.743,1.648
OECD Env-Growth,SSP3_v9_130325,UZB,GDP|PPP per capita,Annual Average Growth [%],4.439,7.266,5.714,4.99,4.399,3.359,2.611,2.31,1.959,1.646,1.599,1.701,1.843,1.856,1.757,1.615,1.446,1.344,1.284,1.233
OECD Env-Growth,SSP4_v9_130325,UZB,GDP|PPP per capita,Annual Average Growth [%],4.439,7.266,5.714,5.185,5.346,5.066,4.66,4.29,3.844,3.42,3.178,3.023,2.876,2.66,2.392,2.196,2.028,1.919,1.835,1.724
OECD Env-Growth,SSP5_v9_130325,UZB,GDP|PPP per capita,Annual Average Growth [%],4.439,7.266,5.714,5.412,6.424,6.553,6.211,5.452,4.649,3.945,3.521,3.271,3.1,2.842,2.563,2.408,2.274,2.2,2.154,2.067
IIASA GDP,SSP1_v9_130219,VCT,GDP|PPP per capita,Annual Average Growth [%],,,7.724,5.548,3.472,2.409,1.945,1.893,1.838,2.32,2.441,2.223,1.914,1.766,1.724,1.692,1.646,1.577,1.544,1.479
IIASA GDP,SSP2_v9_130219,VCT,GDP|PPP per capita,Annual Average Growth [%],,,7.52,4.945,2.763,1.809,1.592,1.716,1.789,1.726,1.638,1.525,1.433,1.784,1.983,2.01,1.88,1.75,1.638,1.54
IIASA GDP,SSP3_v9_130219,VCT,GDP|PPP per capita,Annual Average Growth [%],,,7.229,4.352,2.104,1.255,1.129,1.204,1.158,0.945,0.784,0.696,0.688,0.735,0.755,0.728,0.672,0.644,0.645,0.676
IIASA GDP,SSP4_v9_130219,VCT,GDP|PPP per capita,Annual Average Growth [%],,,7.298,4.344,1.945,0.93,0.698,0.836,0.941,0.889,0.802,0.737,0.702,0.703,0.696,0.69,0.669,0.669,0.702,0.728
IIASA GDP,SSP5_v9_130219,VCT,GDP|PPP per capita,Annual Average Growth [%],,,7.803,5.71,3.711,2.655,2.229,2.237,2.232,2.847,3.027,3.027,2.81,2.661,2.531,2.412,2.292,2.168,2.106,2.032
OECD Env-Growth,SSP1_v9_130325,VCT,GDP|PPP per capita,Annual Average Growth [%],3.381,1.492,1.697,3.18,3.08,3.217,3.398,3.357,3.063,2.744,2.491,2.459,2.008,2.04,1.87,1.522,1.729,1.7,1.338,1.606
OECD Env-Growth,SSP2_v9_130325,VCT,GDP|PPP per capita,Annual Average Growth [%],3.381,1.492,1.619,2.975,2.201,1.869,1.941,2.057,2.295,2.311,2.31,2.289,2.457,2.221,2.387,2.108,2.043,2.21,1.936,1.91
OECD Env-Growth,SSP3_v9_130325,VCT,GDP|PPP per capita,Annual Average Growth [%],3.381,1.492,1.666,2.748,1.47,0.953,0.691,0.803,1.048,0.938,1.142,1.15,1.22,1.312,1.35,1.328,1.148,1.267,1.134,1.024
OECD Env-Growth,SSP4_v9_130325,VCT,GDP|PPP per capita,Annual Average Growth [%],3.381,1.492,1.751,2.903,2.059,2.206,1.854,2.219,2.153,2.078,2.033,2.18,2.109,1.788,1.946,1.895,1.847,1.553,1.873,1.584
OECD Env-Growth,SSP5_v9_130325,VCT,GDP|PPP per capita,Annual Average Growth [%],3.381,1.492,1.721,3.222,3.976,4.384,4.294,3.808,3.401,3.298,3.125,2.711,2.863,2.389,2.258,2.288,1.942,2.417,2.081,2.124
IIASA GDP,SSP1_v9_130219,VEN,GDP|PPP per capita,Annual Average Growth [%],,,4.817,5.046,4.94,3.684,2.428,1.972,1.762,1.606,1.453,1.442,1.496,1.557,1.583,1.579,1.55,1.525,1.462,1.395
IIASA GDP,SSP2_v9_130219,VEN,GDP|PPP per capita,Annual Average Growth [%],,,4.632,4.511,4.388,3.316,2.346,1.695,1.3,1.324,1.38,1.383,1.357,1.383,1.43,1.451,1.445,1.416,1.379,1.337
IIASA GDP,SSP3_v9_130219,VEN,GDP|PPP per capita,Annual Average Growth [%],,,4.335,3.732,3.493,2.513,1.724,1.152,0.791,0.515,0.405,0.444,0.542,0.606,0.618,0.597,0.567,0.563,0.575,0.604
IIASA GDP,SSP4_v9_130219,VEN,GDP|PPP per capita,Annual Average Growth [%],,,4.332,3.688,3.37,2.341,1.478,0.942,0.656,0.452,0.342,0.365,0.441,0.492,0.503,0.523,0.532,0.549,0.579,0.599
IIASA GDP,SSP5_v9_130219,VEN,GDP|PPP per capita,Annual Average Growth [%],,,4.842,5.191,5.24,4.107,2.905,2.447,2.203,2.153,2.171,2.259,2.317,2.329,2.299,2.245,2.171,2.108,2.01,1.911
OECD Env-Growth,SSP1_v9_130325,VEN,GDP|PPP per capita,Annual Average Growth [%],0.706,1.993,2.35,1.764,2.599,2.663,2.504,2.476,2.445,2.361,2.307,2.256,2.157,2.006,1.844,1.765,1.684,1.634,1.584,1.517
OECD Env-Growth,SSP2_v9_130325,VEN,GDP|PPP per capita,Annual Average Growth [%],0.706,1.993,2.35,1.689,2.17,2.11,2.125,2.073,2.093,2.102,2.097,2.075,1.993,1.913,1.864,1.84,1.816,1.775,1.722,1.675
OECD Env-Growth,SSP3_v9_130325,VEN,GDP|PPP per capita,Annual Average Growth [%],0.706,1.993,2.35,1.588,1.76,2.052,2.308,2.488,2.478,2.232,1.899,1.564,1.232,0.964,0.793,0.68,0.593,0.542,0.507,0.488
OECD Env-Growth,SSP4_v9_130325,VEN,GDP|PPP per capita,Annual Average Growth [%],0.706,1.993,2.35,1.653,2.17,2.126,2.251,1.993,1.816,1.72,1.687,1.681,1.59,1.492,1.444,1.47,1.486,1.511,1.531,1.522
OECD Env-Growth,SSP5_v9_130325,VEN,GDP|PPP per capita,Annual Average Growth [%],0.706,1.993,2.35,1.795,2.961,3.737,4.183,4.003,3.796,3.524,3.291,3.082,2.835,2.578,2.369,2.271,2.194,2.159,2.126,2.078
IIASA GDP,SSP1_v9_130219,VNM,GDP|PPP per capita,Annual Average Growth [%],,,8.654,8.746,7.415,5.26,3.553,2.511,1.914,2.34,2.659,2.659,2.279,1.856,1.644,1.599,1.645,1.668,1.614,1.575
IIASA GDP,SSP2_v9_130219,VNM,GDP|PPP per capita,Annual Average Growth [%],,,8.585,8.41,6.839,4.606,2.996,2.075,1.611,1.649,1.727,1.76,2.123,2.276,2.189,1.891,1.648,1.533,1.502,1.504
IIASA GDP,SSP3_v9_130219,VNM,GDP|PPP per capita,Annual Average Growth [%],,,8.534,8.216,6.484,4.096,2.409,1.44,0.964,0.992,1.12,1.168,1.197,1.122,0.969,0.807,0.712,0.705,0.746,0.795
IIASA GDP,SSP4_v9_130219,VNM,GDP|PPP per capita,Annual Average Growth [%],,,8.565,8.204,6.379,3.937,2.225,1.324,0.917,1.021,1.177,1.238,1.274,1.209,1.049,0.9,0.82,0.817,0.854,0.861
IIASA GDP,SSP5_v9_130219,VNM,GDP|PPP per capita,Annual Average Growth [%],,,8.688,8.913,7.751,5.735,4.117,3.115,2.515,2.922,3.203,3.152,2.875,2.716,2.643,2.584,2.522,2.439,2.295,2.187
OECD Env-Growth,SSP1_v9_130325,VNM,GDP|PPP per capita,Annual Average Growth [%],6.345,5.847,4.934,6.352,5.908,5.747,5.378,4.864,4.346,3.781,3.316,2.976,2.809,2.511,2.192,1.991,1.871,1.857,1.827,1.774
OECD Env-Growth,SSP2_v9_130325,VNM,GDP|PPP per capita,Annual Average Growth [%],6.345,5.847,4.934,6.189,5.014,4.345,3.797,3.604,3.416,3.17,2.958,2.84,2.849,2.702,2.506,2.356,2.236,2.145,2.054,1.944
OECD Env-Growth,SSP3_v9_130325,VNM,GDP|PPP per capita,Annual Average Growth [%],6.345,5.847,4.934,6.03,4.368,3.375,2.629,2.387,2.201,1.946,1.781,1.72,1.788,1.691,1.528,1.373,1.25,1.18,1.127,1.078
